"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name","Sixth_keyword"
"Oswald Fiddlebender","{1}{W}",2,"Magical Tinkering — {W}, {T}, Sacrifice an artifact: Search your library for an artifact card with mana value equal to 1 plus the sacrificed artifact's mana value, put it onto the battlefield, then shuffle. Activate only as a sorcery.",2,2,"not_legal","legal","Legendary Creature — Gnome Artificer",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adbc9ea19-cf68-41d3-88a8-b5ab8df75c5a&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Oswald Fiddlebender",NA
"Phelia, Exuberant Shepherd","{1}{W}",2,"Flash
Whenever Phelia attacks, exile up to one other target nonland permanent. At the beginning of the next end step, return that card to the battlefield under its owner's control. If it entered under your control, put a +1/+1 counter on Phelia.",2,2,"not_legal","legal","Legendary Creature — Dog","Flash",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5d86a59a-ba1f-45f7-b829-dca6f9f3e624&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Phelia, Exuberant Shepherd",NA
"Military Discipline","{W}",1,"Flash
Enchant creature
When this Aura enters, enchanted creature gains first strike until end of turn.
Enchanted creature gets +1/+0.",NA,NA,"legal","legal","Enchantment — Aura","Enchant","Flash",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac910c1c0-2b78-4e0f-bb55-e0581b2e07e8&unique=prints","common",2,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Military Discipline",NA
"Doomed Traveler","{W}",1,"When this creature dies, create a 1/1 white Spirit creature token with flying.",1,1,"not_legal","legal","Creature — Human Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa30907c0-fbde-4fd3-a8c7-f304305fcea7&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Doomed Traveler",NA
"Gust Walker","{1}{W}",2,"You may exert this creature as it attacks. When you do, it gets +1/+1 and gains flying until end of turn. (An exerted creature won't untap during your next untap step.)",2,2,"not_legal","legal","Creature — Human Wizard","Exert",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A48bf69ec-0030-44ee-9fbd-6c204b64da7d&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Gust Walker",NA
"Banishing Slash","{W}{W}",2,"Destroy up to one target artifact, enchantment, or tapped creature. Then if you control an artifact and an enchantment, create a 2/2 white Samurai creature token with vigilance.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2800830c-73c6-4097-be7b-d698c6813c38&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Banishing Slash",NA
"Light the Way","{W}",1,"Choose one —
• Put a +1/+1 counter on target creature or Vehicle. Untap it.
• Return target permanent you control to its owner's hand.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A83917116-d2d8-4701-a79f-af17486706ae&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Light the Way",NA
"Seven-Tail Mentor","{3}{W}",4,"When this creature enters or dies, put a +1/+1 counter on target creature or Vehicle you control.",2,3,"not_legal","legal","Creature — Fox Samurai",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A301b8265-9e17-48c3-942d-b7243112b394&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Seven-Tail Mentor",NA
"Take Heart","{W}",1,"Target creature gets +2/+2 until end of turn. You gain 1 life for each attacking creature you control.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2c5e30c3-0b9f-4d3e-af44-be7fcd34df25&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Take Heart",NA
"Inspiring Unicorn","{2}{W}{W}",4,"Whenever this creature attacks, creatures you control get +1/+1 until end of turn.",2,2,"not_legal","legal","Creature — Unicorn",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1f9797e2-7ebb-41f9-9199-e9ee575eefd3&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Inspiring Unicorn",NA
"Loxodon Restorer","{4}{W}{W}",6,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
When this creature enters, you gain 4 life.",3,4,"not_legal","legal","Creature — Elephant Cleric","Convoke",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A77eb2374-44a0-4383-b229-edc116c7d835&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Loxodon Restorer",NA
"Fight as One","{W}",1,"Choose one or both —
• Target Human creature you control gets +1/+1 and gains indestructible until end of turn.
• Target non-Human creature you control gets +1/+1 and gains indestructible until end of turn.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A16f93781-6740-40c7-a727-7911beac4e74&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Fight as One",NA
"Patagia Tiger","{4}{W}",5,"Flying
When this creature enters, target Human you control gets +2/+2 until end of turn.",3,4,"not_legal","legal","Creature — Cat","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A256ab710-4210-4142-973f-22ca029d5474&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Patagia Tiger",NA
"Maned Serval","{1}{W}",2,"Vigilance",1,4,"not_legal","legal","Creature — Cat","Vigilance",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aac230f29-6d3b-4fe1-bcb0-6ffab95a1bd7&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Vigilance","Creature","Maned Serval",NA
"Bane's Invoker","{1}{W}",2,"Wind Walk — {8}: Up to two target creatures each get +2/+2 and gain flying until end of turn.",2,2,"not_legal","legal","Creature — Human Cleric","Wind Walk",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adaa47749-7a20-4e64-b476-a44eaeb4d844&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Banes Invoker",NA
"Inside Source","{2}{W}",3,"When this creature enters, create a 2/2 white and blue Detective creature token.
{3}, {T}: Target Detective you control gets +2/+0 and gains vigilance until end of turn. Activate only as a sorcery.",1,1,"legal","legal","Creature — Human Citizen",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A12bced67-69bc-4fc7-a585-577060afdd50&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Inside Source",NA
"Shepherd of the Clouds","{4}{W}",5,"Flying, vigilance
When this creature enters, return target permanent card with mana value 3 or less from your graveyard to your hand. Return that card to the battlefield instead if you control a Mount.",4,3,"legal","legal","Creature — Pegasus","Flying","Vigilance",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac0535854-e4e7-43e4-bc5c-7cc95fb17929&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Vigilance","Creature","Shepherd of the Clouds",NA
"Holy Cow","{2}{W}",3,"Flash
Flying
When this creature enters, you gain 2 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.)",2,2,"legal","legal","Creature — Ox Angel","Scry","Flying","Flash",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A748003fd-84c5-4c99-b146-d7d382eef64d&unique=prints","common",3,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Holy Cow",NA
"Veteran Dungeoneer","{3}{W}",4,"When this creature enters, venture into the dungeon. (Enter the first room or advance to the next room.)",3,4,"not_legal","legal","Creature — Human Warrior","Venture into the dungeon",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1ce7b966-2a10-4250-8c0d-525e73efe2f4&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Veteran Dungeoneer",NA
"+2 Mace","{1}{W}",2,"Equipped creature gets +2/+2.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"not_legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A629fe1be-272d-465f-b9b1-2ce177410f13&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Mace",NA
"Dinotomaton","{3}{R}",4,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, target creature you control gains menace until end of turn.",4,3,"legal","legal","Artifact Creature — Dinosaur Gnome","Menace",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A443f2272-6475-4966-8ca2-717d4cf208ee&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Dinotomaton",NA
"Shipwreck Sentry","{1}{U}",2,"Defender
As long as an artifact entered the battlefield under your control this turn, this creature can attack as though it didn't have defender.",3,3,"legal","legal","Creature — Human Pirate","Defender",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af05575f8-4961-4780-83fc-3584d9146a14&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Shipwreck Sentry",NA
"Oltec Archaeologists","{4}{W}",5,"When this creature enters, choose one —
• Return target artifact card from your graveyard to your hand.
• Scry 3. (Look at the top three cards of your library, then put any number of them on the bottom and the rest on top in any order.)",4,4,"legal","legal","Creature — Human Artificer Scout","Scry",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab19c4bbf-258f-4436-8ef9-fc905c283776&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Oltec Archaeologists",NA
"Join the Dead","{1}{B}{B}",3,"Target creature gets -5/-5 until end of turn.
Descend 4 — That creature gets -10/-10 until end of turn instead if there are four or more permanent cards in your graveyard.",NA,NA,"legal","legal","Instant","Descend",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab153fc70-0312-4856-befd-bb6b9a04a26e&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Join the Dead",NA
"Pathfinding Axejaw","{3}{G}",4,"When this creature enters, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",4,3,"legal","legal","Creature — Dinosaur","Explore",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A54452df0-560c-4561-9dd2-3903ae49c91b&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Pathfinding Axejaw",NA
"Rumbling Rockslide","{3}{R}",4,"Rumbling Rockslide deals damage to target creature equal to the number of lands you control.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0909cbce-b4a0-42bb-8a97-47eeb99606c0&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Rumbling Rockslide",NA
"Sunshot Militia","{1}{R}",2,"Tap two untapped artifacts and/or creatures you control: This creature deals 1 damage to each opponent. Activate only as a sorcery.",1,3,"legal","legal","Creature — Human Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A19afaf35-b420-49e0-bddf-3180bf1dc30f&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sunshot Militia",NA
"Thousand Moons Infantry","{2}{W}",3,"Untap this creature during each other player's untap step.",2,4,"legal","legal","Creature — Human Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af064a39e-ebb3-47b5-bd06-f39b02b95eaf&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Thousand Moons Infantry",NA
"Daring Discovery","{4}{R}",5,"Up to three target creatures can't block this turn.
Discover 4. (Exile cards from the top of your library until you exile a nonland card with mana value 4 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.)",NA,NA,"legal","legal","Sorcery","Discover",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa9564593-b5a6-4a83-be1e-2af8caf647d7&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Daring Discovery",NA
"Oteclan Landmark // Oteclan Levitator",NA,1,NA,NA,NA,"legal","legal","Artifact // Artifact Creature — Golem","Scry","Flying","Craft","Transform",NA,"transform","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2420828e-b886-42d3-81ba-8ee81b6e1eb8&unique=prints","common",4,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Oteclan Landmark // Oteclan Levitator",NA
"Chart a Course","{1}{U}",2,"Draw two cards. Then discard a card unless you attacked this turn.",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A05878e49-93ad-4144-9c50-a0bb86126c2e&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Chart a Course",NA
"Malamet Battle Glyph","{G}",1,"Choose target creature you control and target creature you don't control. If the creature you control entered this turn, put a +1/+1 counter on it. Then those creatures fight each other.",NA,NA,"legal","legal","Sorcery","Fight",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A483a0caa-e912-41e9-aaa3-bcea9369ec06&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Malamet Battle Glyph",NA
"Nicanzil, Current Conductor","{G}{U}",2,"Whenever a creature you control explores a land card, you may put a land card from your hand onto the battlefield tapped.
Whenever a creature you control explores a nonland card, put a +1/+1 counter on Nicanzil.",2,3,"legal","legal","Legendary Creature — Merfolk Scout","Explore",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4cb86fb6-3e06-4c67-aee0-d5952178f664&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Nicanzil, Current Conductor",NA
